supplier,supplier_status,item,basis,spec_date,delivery_period_end,payment_terms,option,logistics,declared_price,consent_price,spec_price,volume_requested,volume_contracted,bids_submitted,bids_contracted,id,late
СПЕККО ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-12-10,2022-12-26,По факту,15.0,0.0,25.0,25.0,25.0,1500.0,1500.0,1.0,1.0,"СПЕККО ООО_Юг Руси, АО_2022-12-10",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2022-12-11,2022-12-31,По факту,15.0,0.0,27.0,27.0,27.0,1500.0,1500.0,1.0,1.0,"СПЕККО ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-12-11",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2022-12-18,2023-01-08,По факту,15.0,0.0,27.0,27.0,27.0,1000.0,1000.0,1.0,1.0,"СПЕККО ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-12-18",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2022-12-23,2023-01-15,По факту,15.0,0.0,27.0,27.0,27.0,1200.0,1200.0,1.0,1.0,"СПЕККО ООО_ЮР Лабинский МЭЗ ф-л, ООО_2022-12-23",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Кировский Филиал, АО",2022-12-27,2023-01-20,По факту,15.0,0.0,0.0,25.0,25.0,1000.0,1330.0,1.0,1.0,"СПЕККО ООО_ЮР Кировский Филиал, АО_2022-12-27",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Сальский филиал, АО",2022-12-27,2023-01-20,По факту,15.0,0.0,0.0,25.0,25.0,1000.0,1330.0,1.0,1.0,"СПЕККО ООО_ЮР Сальский филиал, АО_2022-12-27",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Целинский филиал, АО",2022-12-27,2023-01-20,По факту,15.0,0.0,0.0,25.0,25.0,1000.0,1330.0,1.0,1.0,"СПЕККО ООО_ЮР Целинский филиал, АО_2022-12-27",0
СПЕККО ООО,Трейдер,подсолнечник,"Юг Руси, АО",2022-12-27,2023-01-20,По факту,15.0,0.0,25.0,25.0,25.0,1000.0,1330.0,1.0,1.0,"СПЕККО ООО_Юг Руси, АО_2022-12-27",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Белокалитвинский филиал, АО",2023-01-12,2023-01-22,По факту,15.0,0.0,27.0,27.0,29.0,1500.0,1500.0,1.0,1.0,"СПЕККО ООО_ЮР Белокалитвинский филиал, АО_2023-01-12",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Кировский Филиал, АО",2023-01-12,2023-01-22,По факту,15.0,0.0,0.0,27.0,29.0,1500.0,1500.0,1.0,1.0,"СПЕККО ООО_ЮР Кировский Филиал, АО_2023-01-12",0
СПЕККО ООО,Трейдер,подсолнечник,"Павловский элеватор, ООО",2023-02-16,2023-03-19,По факту,5.0,0.0,32.0,32.0,32.0,1100.0,1100.0,1.0,1.0,"СПЕККО ООО_Павловский элеватор, ООО_2023-02-16",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-02-28,2023-04-02,По факту,5.0,0.0,31.5,31.5,25.0,3000.0,3000.0,1.0,1.0,"СПЕККО ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-02-28",0
СПЕККО ООО,Трейдер,подсолнечник,"ЮР Лабинский МЭЗ ф-л, ООО",2023-03-01,2023-04-09,По факту,5.0,0.0,10.333333333333334,31.166666666666668,31.0,2000.0,2000.0,1.0,1.0,"СПЕККО ООО_ЮР Лабинский МЭЗ ф-л, ООО_2023-03-01",0
"СПК ""ДУБРОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-24,2022-11-07,По факту,15.0,0.0,22.0,22.0,22.0,100.0,100.0,1.0,1.0,"СПК ""ДУБРОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-10-24",1
"СПК ""ДУБРОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-13,2022-11-20,По факту,15.0,0.0,24.0,24.0,24.0,75.0,75.0,1.0,1.0,"СПК ""ДУБРОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-11-13",0
"СПК ""ДУБРОВСКИЙ""",СХТП,подсолнечник,"Юг Руси, АО",2022-11-21,2022-11-23,По факту,15.0,0.0,24.5,24.5,24.5,28.0,28.0,1.0,1.0,"СПК ""ДУБРОВСКИЙ""_Юг Руси, АО_2022-11-21",0
"СПК ""ЗУБКОВСКИЙ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-17,2022-12-18,По факту,10.0,0.0,25.0,25.0,25.0,180.0,180.0,1.0,1.0,"СПК ""ЗУБКОВСКИЙ""_ЮР Базковский филиал, АО_2022-11-17",0
"СПК ""ЗУБКОВСКИЙ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-03,2022-12-30,По факту,15.0,0.0,25.0,25.0,25.0,100.0,100.0,1.0,1.0,"СПК ""ЗУБКОВСКИЙ""_ЮР Базковский филиал, АО_2022-12-03",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-09-27,2022-10-15,По факту,10.0,0.0,22.5,22.5,22.5,200.0,200.0,1.0,1.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2022-09-27",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-10-07,2022-10-31,По факту,10.0,0.0,22.0,22.0,22.0,200.0,200.0,1.0,1.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2022-10-07",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-10-17,2022-11-10,По факту,10.0,0.0,22.0,22.0,22.0,200.0,130.18,1.0,1.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2022-10-17",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-02,2022-12-30,По факту,15.0,0.0,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2022-12-02",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-02-06,2023-02-28,По факту,15.0,0.0,30.0,30.0,30.0,90.0,90.0,1.0,1.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2023-02-06",0
"СПК ""ИСТОК""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-05-30,2023-06-13,По факту,15.0,0.0,22.0,21.0,21.0,70.0,70.0,1.0,1.0,"СПК ""ИСТОК""_ЮР Базковский филиал, АО_2023-05-30",0
"СПК ""КИЕВСКИЙ""",СХТП,подсолнечник,"ЮР Морозовский филиал, АО",2023-02-20,2023-03-09,По факту,15.0,0.0,32.0,32.0,32.0,500.0,500.0,1.0,1.0,"СПК ""КИЕВСКИЙ""_ЮР Морозовский филиал, АО_2023-02-20",0
"СПК ""КИЕВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-03-01,2023-03-30,По факту,15.0,0.0,31.0,31.0,31.0,400.0,71.1,1.0,1.0,"СПК ""КИЕВСКИЙ""_ЮР Тарасовский филиал, АО_2023-03-01",0
"СПК ""КИЕВСКИЙ""",СХТП,подсолнечник,"ЮР Морозовский филиал, АО",2023-03-02,2023-03-02,По факту,5.0,0.0,0.0,25.0,25.0,24.0,24.0,1.0,1.0,"СПК ""КИЕВСКИЙ""_ЮР Морозовский филиал, АО_2023-03-02",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"Юг Руси, АО",2022-10-31,2022-11-01,По факту,15.0,0.0,22.0,22.0,22.0,20.0,18.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_Юг Руси, АО_2022-10-31",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"Юг Руси, АО",2022-11-01,2022-11-30,По факту,10.0,0.0,23.5,23.5,23.5,300.0,199.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_Юг Руси, АО_2022-11-01",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"ЮР Кировский Филиал, АО",2023-01-24,2023-02-02,По факту,15.0,0.0,27.5,27.5,27.5,50.0,50.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_ЮР Кировский Филиал, АО_2023-01-24",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"ЮР Кировский Филиал, АО",2023-02-01,2023-02-15,По факту,15.0,0.0,29.2,29.2,29.2,50.0,50.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_ЮР Кировский Филиал, АО_2023-02-01",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"ЮР Кировский Филиал, АО",2023-02-06,2023-02-20,По факту,15.0,0.0,30.0,30.0,0.0,50.0,0.0,1.0,0.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_ЮР Кировский Филиал, АО_2023-02-06",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"ЮР Кировский Филиал, АО",2023-02-09,2023-02-18,По факту,15.0,0.0,30.0,30.0,30.0,50.0,50.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_ЮР Кировский Филиал, АО_2023-02-09",0
"СПК ""КОЛХОЗ ДОНСКОЙ""",СХТП,подсолнечник,"ЮР Кировский Филиал, АО",2023-02-16,2023-02-18,По факту,15.0,0.0,30.5,30.5,30.5,30.0,30.0,1.0,1.0,"СПК ""КОЛХОЗ ДОНСКОЙ""_ЮР Кировский Филиал, АО_2023-02-16",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-06,2022-10-20,По факту,10.0,0.0,22.0,22.0,22.0,150.0,174.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2022-10-06",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-12,2022-10-26,По факту,10.0,0.0,22.0,21.5,21.5,150.0,150.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2022-10-12",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-16,2022-10-19,По факту,15.0,0.0,23.0,22.0,22.0,130.0,130.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2022-10-16",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-19,2022-10-20,По факту,10.0,0.0,22.0,22.0,22.0,60.0,60.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2022-10-19",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-08,2022-11-27,По факту,15.0,0.0,24.0,24.0,24.0,120.0,120.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2022-11-08",1
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-01-31,2023-02-12,По факту,15.0,0.0,30.0,30.0,30.0,100.0,100.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-01-31",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-03-02,2023-03-31,По факту,15.0,0.0,29.0,29.0,29.0,100.0,44.0,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-03-02",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-04-21,2023-04-21,По факту,5.0,0.0,23.0,23.0,23.0,65.4,65.4,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-04-21",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-04-24,2023-04-24,По факту,5.0,0.0,23.0,23.0,23.0,65.97,65.97,1.0,1.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-04-24",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-04-25,2023-04-25,По факту,5.0,0.0,23.0,23.0,0.0,65.97,0.0,1.0,0.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-04-25",0
"СПК ""КОЛХОЗ НАДЕЖДА""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-06-22,2023-06-30,По факту,15.0,0.0,22.0,21.0,0.0,150.0,0.0,1.0,0.0,"СПК ""КОЛХОЗ НАДЕЖДА""_ЮР Тарасовский филиал, АО_2023-06-22",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-09-05,2022-09-16,По факту,10.0,0.0,27.0,25.0,0.0,100.0,0.0,1.0,0.0,"СПК ""ЛУЧ""_ЮР Тарасовский филиал, АО_2022-09-05",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"Юг Руси, АО",2022-09-05,2022-09-16,По факту,10.0,0.0,27.0,26.0,0.0,100.0,0.0,1.0,0.0,"СПК ""ЛУЧ""_Юг Руси, АО_2022-09-05",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-09-07,2022-09-18,По факту,10.0,0.0,25.0,25.0,0.0,100.0,0.0,1.0,0.0,"СПК ""ЛУЧ""_ЮР Тарасовский филиал, АО_2022-09-07",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"Юг Руси, АО",2022-09-07,2022-09-14,По факту,10.0,0.0,26.5,25.0,0.0,50.0,0.0,1.0,0.0,"СПК ""ЛУЧ""_Юг Руси, АО_2022-09-07",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-17,2022-10-23,По факту,15.0,0.0,22.0,22.0,22.0,30.0,30.0,1.0,1.0,"СПК ""ЛУЧ""_ЮР Тарасовский филиал, АО_2022-10-17",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-23,2022-10-25,По факту,15.0,0.0,22.0,22.0,22.0,30.0,30.0,1.0,1.0,"СПК ""ЛУЧ""_ЮР Тарасовский филиал, АО_2022-10-23",0
"СПК ""ЛУЧ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-01,2022-12-08,По факту,15.0,0.0,25.0,25.0,0.0,30.0,0.0,1.0,0.0,"СПК ""ЛУЧ""_ЮР Тарасовский филиал, АО_2022-12-01",0
"СПК ""МОЖАЕВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-03,2022-11-30,По факту,15.0,0.0,24.0,24.0,24.0,200.0,200.0,1.0,1.0,"СПК ""МОЖАЕВСКИЙ""_ЮР Тарасовский филиал, АО_2022-11-03",0
"СПК ""МОЖАЕВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-24,2022-11-24,По факту,15.0,0.0,25.0,25.0,25.0,25.0,25.0,1.0,1.0,"СПК ""МОЖАЕВСКИЙ""_ЮР Тарасовский филиал, АО_2022-11-24",0
"СПК ""МОЖАЕВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-02-20,2023-03-20,По факту,15.0,0.0,31.2,31.2,31.2,200.0,200.0,1.0,1.0,"СПК ""МОЖАЕВСКИЙ""_ЮР Тарасовский филиал, АО_2023-02-20",0
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-10-15,2022-10-31,По факту,10.0,0.0,22.0,22.0,22.0,100.0,100.0,1.0,1.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-10-15",0
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-10-26,2022-11-09,По факту,15.0,0.0,22.0,22.0,0.0,100.0,0.0,1.0,0.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-10-26",0
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-01,2022-11-14,По факту,15.0,0.0,22.5,22.5,22.5,100.0,100.0,1.0,1.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-11-01",0
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-07,2022-11-20,По факту,15.0,0.0,24.0,24.0,24.0,100.0,100.0,1.0,1.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-11-07",1
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-13,2022-12-31,По факту,15.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-12-13",0
"СПК ""ОРЕХОВО""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-22,2022-12-22,По факту,10.0,0.0,25.0,25.0,25.0,39.28,39.28,1.0,1.0,"СПК ""ОРЕХОВО""_ЮР Базковский филиал, АО_2022-12-22",0
"СПК ""ПОБЕДА""",СХТП,пшеница,"ЮР Целинский филиал, АО",2022-09-27,2022-10-27,По факту,10.0,0.0,0.0,13.272727272727273,0.0,1000.0,0.0,1.0,0.0,"СПК ""ПОБЕДА""_ЮР Целинский филиал, АО_2022-09-27",0
"СПК ""ПОБЕДА""",СХТП,пшеница,"ЮР Целинский филиал, АО",2022-10-05,2022-11-05,По факту,10.0,0.0,0.0,12.88888888888889,12.88888888888889,1000.0,1000.0,1.0,1.0,"СПК ""ПОБЕДА""_ЮР Целинский филиал, АО_2022-10-05",0
"СПК ""ПОБЕДА""",СХТП,пшеница,"ЮР Целинский филиал, АО",2022-10-13,2022-11-30,По факту,10.0,0.0,0.0,12.88888888888889,12.88888888888889,2000.0,2000.0,1.0,1.0,"СПК ""ПОБЕДА""_ЮР Целинский филиал, АО_2022-10-13",0
"СПК ""ПОБЕДА""",СХТП,пшеница,"ЮР Сальский филиал, АО",2022-11-01,2022-12-15,По факту,10.0,0.0,0.0,12.509090909090908,0.0,2000.0,0.0,1.0,0.0,"СПК ""ПОБЕДА""_ЮР Сальский филиал, АО_2022-11-01",0
"СПК ""ПОБЕДА""",СХТП,пшеница,"ЮР Целинский филиал, АО",2022-11-01,2022-12-15,По факту,10.0,0.0,0.0,12.509090909090908,12.509090909090908,2000.0,2000.0,1.0,1.0,"СПК ""ПОБЕДА""_ЮР Целинский филиал, АО_2022-11-01",0
"СПК ""ПОБЕДА""",СХТП,подсолнечник,"ЮР Целинский филиал, АО",2023-05-12,2023-06-20,По факту,15.0,0.0,26.0,24.0,0.0,3600.0,0.0,1.0,0.0,"СПК ""ПОБЕДА""_ЮР Целинский филиал, АО_2023-05-12",0
"СПК ""ПОБЕДА""",СХТП,подсолнечник,"Юг Руси, АО",2023-05-12,2023-06-20,По факту,15.0,0.0,26.0,25.5,25.0,3600.0,3600.0,1.0,1.0,"СПК ""ПОБЕДА""_Юг Руси, АО_2023-05-12",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-10-03,2022-11-03,По факту,10.0,0.0,22.0,22.0,22.0,100.0,100.0,1.0,1.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2022-10-03",1
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-08,2022-12-08,По факту,10.0,0.0,24.0,24.0,24.0,100.0,100.0,1.0,1.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2022-11-08",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-18,2022-12-15,По факту,10.0,0.0,25.0,24.5,0.0,100.0,0.0,1.0,0.0,"СПК ""РАССВЕТ""_ЮР Тарасовский филиал, АО_2022-11-18",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-25,2022-12-20,По факту,15.0,0.0,25.0,25.0,25.0,100.0,100.0,1.0,1.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2022-11-25",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-13,2023-01-10,По факту,15.0,0.0,25.0,25.0,25.0,100.0,116.0,1.0,1.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2022-12-13",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-12-18,2022-12-19,По факту,10.0,0.0,25.0,25.0,0.0,25.93,0.0,1.0,0.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2022-12-18",0
"СПК ""РАССВЕТ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2023-05-12,2023-05-31,По факту,15.0,0.0,23.0,23.0,23.0,120.0,120.0,1.0,1.0,"СПК ""РАССВЕТ""_ЮР Базковский филиал, АО_2023-05-12",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-10,2022-10-24,По факту,10.0,0.0,22.0,21.0,0.0,100.0,0.0,1.0,0.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-10-10",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-10-18,2022-10-31,По факту,10.0,0.0,22.0,22.0,22.0,100.0,100.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-10-18",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"Юг Руси, АО",2022-10-18,2022-11-07,По факту,10.0,0.0,23.0,22.0,0.0,100.0,0.0,1.0,0.0,"СПК ""СВИДОВСКИЙ""_Юг Руси, АО_2022-10-18",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-08,2022-11-30,По факту,15.0,0.0,24.0,24.0,24.0,100.0,100.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-11-08",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-28,2022-12-11,По факту,15.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-11-28",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-13,2022-12-25,По факту,15.0,0.0,25.0,25.0,25.0,50.0,50.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-12-13",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-12-24,2022-12-24,По факту,5.0,0.0,25.0,25.0,25.0,26.0,26.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2022-12-24",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-01-30,2023-02-06,По факту,15.0,0.0,29.0,29.0,29.0,25.0,25.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2023-01-30",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-02-02,2023-02-02,По факту,5.0,0.0,30.0,30.0,30.0,26.4,26.4,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2023-02-02",0
"СПК ""СВИДОВСКИЙ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2023-02-07,2023-02-12,По факту,15.0,0.0,29.0,29.0,29.0,6.0,6.0,1.0,1.0,"СПК ""СВИДОВСКИЙ""_ЮР Тарасовский филиал, АО_2023-02-07",0
"СПК ""ТОЙДА-АГРО""",СХТП,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2022-09-22,2022-10-22,По факту,10.0,0.0,25.0,25.0,25.0,150.0,150.0,1.0,1.0,"СПК ""ТОЙДА-АГРО""_ЮР Аннинский МЭЗ ф-л, ООО_2022-09-22",0
"СПК ""ТОЙДА-АГРО""",СХТП,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2022-10-08,2022-10-31,По факту,10.0,0.0,24.0,24.0,24.0,200.0,218.0,1.0,1.0,"СПК ""ТОЙДА-АГРО""_ЮР Аннинский МЭЗ ф-л, ООО_2022-10-08",0
"СПК ""ТОЙДА-АГРО""",СХТП,подсолнечник,"ЮР Аннинский МЭЗ ф-л, ООО",2022-11-02,2022-12-01,По факту,15.0,0.0,24.3,24.4,24.3,100.0,85.0,1.0,1.0,"СПК ""ТОЙДА-АГРО""_ЮР Аннинский МЭЗ ф-л, ООО_2022-11-02",0
"СПК ""ЭНЕРГИЯ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-10,2022-12-05,По факту,10.0,0.0,24.0,24.0,0.0,200.0,0.0,1.0,0.0,"СПК ""ЭНЕРГИЯ""_ЮР Тарасовский филиал, АО_2022-11-10",0
"СПК ""ЭНЕРГИЯ""",СХТП,подсолнечник,"ЮР Базковский филиал, АО",2022-11-11,2022-11-30,По факту,10.0,0.0,24.0,24.0,24.0,55.0,55.0,1.0,1.0,"СПК ""ЭНЕРГИЯ""_ЮР Базковский филиал, АО_2022-11-11",0
"СПК ""ЭНЕРГИЯ""",СХТП,подсолнечник,"ЮР Тарасовский филиал, АО",2022-11-12,2022-12-10,По факту,10.0,0.0,24.5,24.5,24.5,200.0,212.0,1.0,1.0,"СПК ""ЭНЕРГИЯ""_ЮР Тарасовский филиал, АО_2022-11-12",0
"СПК ""ЭНЕРГИЯ""",СХТП,подсолнечник,"Юг Руси, АО",2022-11-21,2022-12-05,По факту,10.0,0.0,26.0,25.0,0.0,200.0,0.0,1.0,0.0,"СПК ""ЭНЕРГИЯ""_Юг Руси, АО_2022-11-21",0
"СПК ""ЭНЕРГИЯ""",СХТП,подсолнечник,"Юг Руси, АО",2022-11-24,2022-12-15,По факту,10.0,0.0,25.5,25.0,25.0,200.0,145.92,1.0,1.0,"СПК ""ЭНЕРГИЯ""_Юг Руси, АО_2022-11-24",0
"СПК ""ЭНЕРГИЯ""",СХТП,пшеница,"Юг Руси, АО",2023-05-12,2023-05-16,По факту,5.0,0.0,0.0,11.616666666666667,11.616666666666667,94.0,94.0,1.0,1.0,"СПК ""ЭНЕРГИЯ""_Юг Руси, АО_2023-05-12",0
"СПК ""ЭНЕРГИЯ""",СХТП,пшеница,"Юг Руси, АО",2023-05-15,2023-05-15,По факту,5.0,0.0,0.0,11.671428571428573,0.0,94.0,0.0,1.0,0.0,"СПК ""ЭНЕРГИЯ""_Юг Руси, АО_2023-05-15",0
